Id,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,State,PostalCode,Region,ProductID,Category,ProductName,Sales,Quantity
9308,CA-2014-128237,2014-03-25,2014-03-30,Standard Class,CA-12265,Christina Anderson,Consumer,California,94110,West,OFF-AR-10003338,Office Supplies,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2
9309,CA-2014-128237,2014-03-25,2014-03-30,Standard Class,CA-12265,Christina Anderson,Consumer,California,94110,West,TEC-AC-10002558,Technology,Imation Swivel Flash Drive USB flash drive - 8 GB,45.48,4
9310,CA-2014-128237,2014-03-25,2014-03-30,Standard Class,CA-12265,Christina Anderson,Consumer,California,94110,West,OFF-AR-10000034,Office Supplies,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",25.44,6
4245,CA-2014-138436,2014-03-26,2014-03-30,Standard Class,JD-15895,Jonathan Doherty,Corporate,California,90036,West,TEC-AC-10002323,Technology,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,3
9052,CA-2014-141838,2014-03-26,2014-03-31,Second Class,DK-12835,Damala Kotsonis,Corporate,California,94122,West,OFF-AR-10004272,Office Supplies,Newell 308,3.36,2
9053,CA-2014-141838,2014-03-26,2014-03-31,Second Class,DK-12835,Damala Kotsonis,Corporate,California,94122,West,OFF-BI-10003291,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.94,4
9054,CA-2014-141838,2014-03-26,2014-03-31,Second Class,DK-12835,Damala Kotsonis,Corporate,California,94122,West,TEC-PH-10004100,Technology,Griffin GC17055 Auxiliary Audio Cable,28.78,2
9660,CA-2014-100860,2014-03-26,2014-03-30,Second Class,CS-12505,Cindy Stewart,Consumer,California,91767,West,OFF-LA-10001982,Office Supplies,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,18.75,5
7840,US-2014-137869,2014-03-28,2014-04-02,Standard Class,CV-12295,Christina VanderZanden,Consumer,Iowa,50315,Central,OFF-EN-10001509,Office Supplies,Poly String Tie Envelopes,6.12,3
7841,US-2014-137869,2014-03-28,2014-04-02,Standard Class,CV-12295,Christina VanderZanden,Consumer,Iowa,50315,Central,FUR-TA-10003954,Furniture,Hon 94000 Series Round Tables,1184.72,4
8464,CA-2014-100881,2014-03-28,2014-04-01,Standard Class,DR-12940,Daniel Raglin,Home Office,New Mexico,87105,West,TEC-PH-10003273,Technology,AT&T TR1909W,302.38,3
9900,US-2014-117380,2014-03-28,2014-04-03,Standard Class,MP-18175,Mike Pelletier,Home Office,Ohio,45503,East,FUR-TA-10000198,Furniture,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,330.59,1
7306,CA-2014-137274,2014-03-29,2014-04-02,Standard Class,MG-18145,Mike Gockenbach,Consumer,Texas,75023,Central,FUR-TA-10001889,Furniture,Bush Advantage Collection Racetrack Conference Table,890.84,3
2897,CA-2014-169033,2014-03-30,2014-04-03,Standard Class,KM-16720,Kunst Miller,Consumer,New York,11561,East,OFF-AR-10001915,Office Supplies,Peel-Off China Markers,49.65,5
5284,CA-2014-133424,2014-03-30,2014-04-04,Standard Class,Dl-13600,Dorris liebe,Corporate,Washington,98105,West,OFF-ST-10002957,Office Supplies,Sterilite Show Offs Storage Containers,15.84,3
5285,CA-2014-133424,2014-03-30,2014-04-04,Standard Class,Dl-13600,Dorris liebe,Corporate,Washington,98105,West,OFF-LA-10002312,Office Supplies,Avery 490,44.4,3
5954,US-2014-105151,2014-03-30,2014-03-31,First Class,SG-20890,Susan Gilcrest,Corporate,New York,10009,East,OFF-AR-10001231,Office Supplies,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,5
6139,CA-2014-131247,2014-03-30,2014-04-04,Standard Class,GA-14725,Guy Armstrong,Consumer,California,94110,West,FUR-BO-10001337,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.67,2
7630,CA-2014-162089,2014-03-30,2014-04-01,First Class,MP-17470,Mark Packer,Home Office,Texas,78521,Central,OFF-EN-10002230,Office Supplies,Airmail Envelopes,335.72,5
7631,CA-2014-162089,2014-03-30,2014-04-01,First Class,MP-17470,Mark Packer,Home Office,Texas,78521,Central,TEC-PH-10001819,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,251.94,7
7632,CA-2014-162089,2014-03-30,2014-04-01,First Class,MP-17470,Mark Packer,Home Office,Texas,78521,Central,FUR-CH-10002304,Furniture,"Global Stack Chair without Arms, Black",127.3,7
8431,US-2014-113124,2014-03-30,2014-04-05,Standard Class,NC-18340,Nat Carroll,Consumer,Minnesota,55124,Central,OFF-ST-10001511,Office Supplies,Space Solutions Commercial Steel Shelving,129.3,2
2230,CA-2014-128055,2014-03-31,2014-04-05,Standard Class,AA-10315,Alex Avila,Consumer,California,94122,West,OFF-BI-10004390,Office Supplies,GBC DocuBind 200 Manual Binding Machine,673.57,2
2231,CA-2014-128055,2014-03-31,2014-04-05,Standard Class,AA-10315,Alex Avila,Consumer,California,94122,West,OFF-AP-10002765,Office Supplies,Fellowes Advanced Computer Series Surge Protectors,52.98,2
4712,CA-2014-112403,2014-03-31,2014-03-31,Same Day,JO-15280,Jas O'Carroll,Consumer,Pennsylvania,19120,East,OFF-BI-10003529,Office Supplies,Avery Round Ring Poly Binders,0.85,1
5049,US-2014-104759,2014-03-31,2014-04-04,Standard Class,DD-13570,Dorothy Dickinson,Consumer,Illinois,60610,Central,OFF-BI-10002071,Office Supplies,Fellowes Black Plastic Comb Bindings,8.13,7
5050,US-2014-104759,2014-03-31,2014-04-04,Standard Class,DD-13570,Dorothy Dickinson,Consumer,Illinois,60610,Central,TEC-AC-10004901,Technology,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,79.98,2
5480,CA-2014-101770,2014-03-31,2014-04-04,Standard Class,KB-16240,Karen Bern,Corporate,Florida,33180,South,OFF-BI-10001097,Office Supplies,Avery Hole Reinforcements,1.87,1
9566,CA-2014-130428,2014-03-31,2014-03-31,Same Day,TG-21640,Trudy Glocke,Consumer,Florida,33614,South,FUR-CH-10002965,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1125.49,7
9567,CA-2014-130428,2014-03-31,2014-03-31,Same Day,TG-21640,Trudy Glocke,Consumer,Florida,33614,South,OFF-BI-10001636,Office Supplies,Ibico Plastic and Wire Spiral Binding Combs,12.65,5
9568,CA-2014-130428,2014-03-31,2014-03-31,Same Day,TG-21640,Trudy Glocke,Consumer,Florida,33614,South,OFF-AR-10004027,Office Supplies,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.03,2
1373,US-2014-157021,2014-04-01,2014-04-06,Second Class,KM-16720,Kunst Miller,Consumer,California,94591,West,OFF-LA-10002312,Office Supplies,Avery 490,29.6,2
1374,US-2014-157021,2014-04-01,2014-04-06,Second Class,KM-16720,Kunst Miller,Consumer,California,94591,West,OFF-BI-10000042,Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.09,4
7954,CA-2014-138359,2014-04-01,2014-04-06,Standard Class,KH-16330,Katharine Harms,Corporate,Massachusetts,2151,East,OFF-ST-10000636,Office Supplies,Rogers Profile Extra Capacity Storage Tub,66.96,4
7955,CA-2014-138359,2014-04-01,2014-04-06,Standard Class,KH-16330,Katharine Harms,Corporate,Massachusetts,2151,East,OFF-BI-10000145,Office Supplies,Zipper Ring Binder Pockets,6.24,2
5683,CA-2014-164315,2014-04-02,2014-04-08,Standard Class,RD-19585,Rob Dowd,Consumer,Georgia,30605,South,OFF-PA-10004248,Office Supplies,Xerox 1990,15.84,3
5684,CA-2014-164315,2014-04-02,2014-04-08,Standard Class,RD-19585,Rob Dowd,Consumer,Georgia,30605,South,TEC-PH-10001128,Technology,Motorola Droid Maxx,1049.93,7
5685,CA-2014-164315,2014-04-02,2014-04-08,Standard Class,RD-19585,Rob Dowd,Consumer,Georgia,30605,South,OFF-AP-10003842,Office Supplies,Euro-Pro Shark Turbo Vacuum,154.9,5
8827,US-2014-157847,2014-04-02,2014-04-06,Second Class,SC-20020,Sam Craven,Consumer,Texas,77095,Central,OFF-PA-10002986,Office Supplies,Xerox 1898,26.72,5
8828,US-2014-157847,2014-04-02,2014-04-06,Second Class,SC-20020,Sam Craven,Consumer,Texas,77095,Central,OFF-PA-10001593,Office Supplies,Xerox 1947,33.49,7
8920,CA-2014-160276,2014-04-02,2014-04-08,Standard Class,AH-10690,Anna Häberlin,Corporate,Virginia,23464,South,FUR-FU-10003192,Furniture,Luxo Adjustable Task Clamp Lamp,177.68,2
9884,CA-2014-112291,2014-04-03,2014-04-08,Standard Class,KE-16420,Katrina Edelman,Corporate,California,90008,West,OFF-EN-10001415,Office Supplies,Staple envelope,11.16,2
9885,CA-2014-112291,2014-04-03,2014-04-08,Standard Class,KE-16420,Katrina Edelman,Corporate,California,90008,West,TEC-AC-10001284,Technology,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3
9886,CA-2014-112291,2014-04-03,2014-04-08,Standard Class,KE-16420,Katrina Edelman,Corporate,California,90008,West,TEC-AC-10000736,Technology,Logitech G600 MMO Gaming Mouse,159.98,2
1561,CA-2014-105172,2014-04-04,2014-04-09,Standard Class,PK-18910,Paul Knutson,Home Office,California,94109,West,OFF-LA-10001641,Office Supplies,Avery 518,18.9,6
3955,CA-2014-133228,2014-04-04,2014-04-09,Standard Class,MS-17710,Maurice Satty,Consumer,Michigan,48205,Central,FUR-FU-10004020,Furniture,Advantus Panel Wall Acrylic Frame,5.47,1
3956,CA-2014-133228,2014-04-04,2014-04-09,Standard Class,MS-17710,Maurice Satty,Consumer,Michigan,48205,Central,OFF-AR-10001955,Office Supplies,Newell 319,79.36,4
4845,US-2014-128685,2014-04-04,2014-04-05,First Class,MZ-17515,Mary Zewe,Corporate,California,90008,West,OFF-BI-10004140,Office Supplies,Avery Non-Stick Binders,7.18,2
5121,CA-2014-149538,2014-04-04,2014-04-08,Standard Class,KB-16585,Ken Black,Corporate,Louisiana,70506,South,OFF-ST-10004180,Office Supplies,Safco Commercial Shelving,232.55,5
5122,CA-2014-149538,2014-04-04,2014-04-08,Standard Class,KB-16585,Ken Black,Corporate,Louisiana,70506,South,TEC-AC-10002926,Technology,Logitech Wireless Marathon Mouse M705,99.98,2
5123,CA-2014-149538,2014-04-04,2014-04-08,Standard Class,KB-16585,Ken Black,Corporate,Louisiana,70506,South,OFF-PA-10003797,Office Supplies,Xerox 209,19.44,3
5124,CA-2014-149538,2014-04-04,2014-04-08,Standard Class,KB-16585,Ken Black,Corporate,Louisiana,70506,South,OFF-PA-10002195,Office Supplies,Xerox 1966,12.96,2
711,CA-2014-113887,2014-04-05,2014-04-07,First Class,TH-21550,Tracy Hopkins,Home Office,New York,10035,East,OFF-PA-10004071,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1
3277,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,Virginia,22304,South,OFF-AR-10004757,Office Supplies,Crayola Colored Pencils,22.96,7
3278,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,Virginia,22304,South,TEC-PH-10001615,Technology,AT&T CL82213,28.99,1
3279,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,Virginia,22304,South,OFF-PA-10003349,Office Supplies,Xerox 1957,12.96,2
3280,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,Virginia,22304,South,OFF-AR-10000127,Office Supplies,Newell 321,22.96,7
3281,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5
3879,CA-2014-151001,2014-04-05,2014-04-07,First Class,JG-15805,John Grady,Corporate,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",49.63,4
3880,CA-2014-151001,2014-04-05,2014-04-07,First Class,JG-15805,John Grady,Corporate,Illinois,62521,Central,OFF-ST-10001031,Office Supplies,Adjustable Personal File Tote,52.1,4
9507,CA-2014-149104,2014-04-05,2014-04-07,Second Class,RD-19900,Ruben Dartt,Consumer,Michigan,48127,Central,OFF-AR-10002952,Office Supplies,Stanley Contemporary Battery Pencil Sharpeners,26.7,2
9508,CA-2014-149104,2014-04-05,2014-04-07,Second Class,RD-19900,Ruben Dartt,Consumer,Michigan,48127,Central,OFF-BI-10004209,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,5
9509,CA-2014-149104,2014-04-05,2014-04-07,Second Class,RD-19900,Ruben Dartt,Consumer,Michigan,48127,Central,OFF-AR-10004685,Office Supplies,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89,3
9510,CA-2014-149104,2014-04-05,2014-04-07,Second Class,RD-19900,Ruben Dartt,Consumer,Michigan,48127,Central,OFF-ST-10000991,Office Supplies,Space Solutions HD Industrial Steel Shelving.,689.82,6
9912,US-2014-157231,2014-04-05,2014-04-09,Standard Class,RP-19855,Roy Phan,Corporate,Kentucky,40475,South,OFF-BI-10002852,Office Supplies,Ibico Standard Transparent Covers,115.36,7
869,CA-2014-136742,2014-04-06,2014-04-10,Standard Class,GP-14740,Guy Phonely,Corporate,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Large Capacity Hanging Post Binders,44.91,6
1405,US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Shirley Daniels,Home Office,Pennsylvania,19143,East,OFF-SU-10004498,Office Supplies,Martin-Yale Premier Letter Opener,10.3,1
1406,US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Shirley Daniels,Home Office,Pennsylvania,19143,East,FUR-TA-10001039,Furniture,KI Adjustable-Height Table,154.76,3
1407,US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Shirley Daniels,Home Office,Pennsylvania,19143,East,TEC-AC-10004659,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.78,2
5036,CA-2014-169803,2014-04-06,2014-04-12,Standard Class,SC-20260,Scott Cohen,Corporate,Washington,98115,West,FUR-TA-10000688,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3
5037,CA-2014-169803,2014-04-06,2014-04-12,Standard Class,SC-20260,Scott Cohen,Corporate,Washington,98115,West,TEC-AC-10003441,Technology,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2
6016,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,California,90049,West,FUR-FU-10000747,Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2
6017,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,California,90049,West,FUR-FU-10001918,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7
6018,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,California,90049,West,OFF-PA-10003309,Office Supplies,Xerox 211,19.44,3
6019,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,California,90049,West,OFF-PA-10001977,Office Supplies,Xerox 194,55.48,1
8839,CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,Frank Hawley,Corporate,California,90004,West,OFF-AR-10001725,Office Supplies,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3
8840,CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,Frank Hawley,Corporate,California,90004,West,OFF-BI-10002794,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",65.57,2
8841,CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,Frank Hawley,Corporate,California,90004,West,TEC-AC-10004171,Technology,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,299.97,3
3482,CA-2014-124023,2014-04-07,2014-04-10,First Class,PJ-19015,Pauline Johnson,Consumer,Alabama,36608,South,FUR-FU-10004415,Furniture,"Stacking Tray, Side-Loading, Legal, Smoke",8.96,2
4177,CA-2014-128846,2014-04-07,2014-04-12,Standard Class,RS-19765,Roland Schwarz,Corporate,South Carolina,29203,South,TEC-PH-10003273,Technology,AT&T TR1909W,629.95,5
4178,CA-2014-128846,2014-04-07,2014-04-12,Standard Class,RS-19765,Roland Schwarz,Corporate,South Carolina,29203,South,OFF-PA-10000100,Office Supplies,Xerox 1945,122.97,3
6253,CA-2014-165806,2014-04-07,2014-04-07,Same Day,VM-21685,Valerie Mitchum,Home Office,Georgia,30062,South,OFF-PA-10003441,Office Supplies,Xerox 226,58.32,9
6254,CA-2014-165806,2014-04-07,2014-04-07,Same Day,VM-21685,Valerie Mitchum,Home Office,Georgia,30062,South,TEC-PH-10004922,Technology,RCA Visys Integrated PBX 8-Line Router,200.97,3
3836,CA-2014-100363,2014-04-08,2014-04-15,Standard Class,JM-15655,Jim Mitchum,Corporate,Arizona,85301,West,OFF-FA-10000611,Office Supplies,Binder Clips by OIC,2.37,2
3837,CA-2014-100363,2014-04-08,2014-04-15,Standard Class,JM-15655,Jim Mitchum,Corporate,Arizona,85301,West,OFF-PA-10004733,Office Supplies,Things To Do Today Spiral Book,19.01,3
5927,US-2014-118997,2014-04-08,2014-04-12,Standard Class,RA-19885,Ruben Ausman,Corporate,Alabama,35601,South,FUR-TA-10001086,Furniture,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,8
6381,US-2014-163797,2014-04-08,2014-04-13,Standard Class,PC-19000,Pauline Chand,Home Office,Arizona,85224,West,OFF-FA-10001883,Office Supplies,"Alliance Super-Size Bands, Assorted Sizes",49.79,8
7047,CA-2014-150581,2014-04-08,2014-04-12,Standard Class,NM-18445,Nathan Mautz,Home Office,California,94521,West,FUR-TA-10003748,Furniture,Bevis 36 x 72 Conference Tables,99.59,1
7048,CA-2014-150581,2014-04-08,2014-04-12,Standard Class,NM-18445,Nathan Mautz,Home Office,California,94521,West,TEC-AC-10001908,Technology,Logitech Wireless Headset h800,399.96,4
7410,CA-2014-121769,2014-04-08,2014-04-12,Standard Class,JS-15880,John Stevenson,Consumer,Ohio,43615,East,FUR-TA-10004442,Furniture,Riverside Furniture Stanwyck Manor Table Series,172.11,1
3774,US-2014-102715,2014-04-11,2014-04-13,Second Class,JK-15370,Jay Kimmel,Consumer,Florida,33180,South,OFF-FA-10001332,Office Supplies,"Acco Banker's Clasps, 5 3/4""-Long",6.91,3
3775,US-2014-102715,2014-04-11,2014-04-13,Second Class,JK-15370,Jay Kimmel,Consumer,Florida,33180,South,TEC-AC-10002001,Technology,Logitech Wireless Gaming Headset G930,383.98,3
3776,US-2014-102715,2014-04-11,2014-04-13,Second Class,JK-15370,Jay Kimmel,Consumer,Florida,33180,South,OFF-PA-10000029,Office Supplies,Xerox 224,10.37,2
3777,US-2014-102715,2014-04-11,2014-04-13,Second Class,JK-15370,Jay Kimmel,Consumer,Florida,33180,South,TEC-AC-10001874,Technology,Logitech Wireless Anywhere Mouse MX for PC and Mac,335.94,7
4578,US-2014-121734,2014-04-11,2014-04-16,Standard Class,SE-20110,Sanjit Engle,Consumer,Idaho,83501,West,OFF-BI-10004817,Office Supplies,GBC Personal VeloBind Strips,9.58,1
4862,CA-2014-138940,2014-04-11,2014-04-16,Second Class,GM-14455,Gary Mitchum,Home Office,Texas,78745,Central,TEC-PH-10001835,Technology,Jawbone JAMBOX Wireless Bluetooth Speaker,758.35,6
8358,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,Montana,59405,West,OFF-ST-10000876,Office Supplies,Eldon Simplefile Box Office,87.08,7
8359,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,Montana,59405,West,TEC-PH-10000586,Technology,AT&T SB67148 SynJ,105.58,2
8360,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,Montana,59405,West,TEC-AC-10003399,Technology,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,217.44,6
2794,CA-2014-154599,2014-04-12,2014-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,California,90278,West,TEC-PH-10001557,Technology,Pyle PMP37LED,1075.09,14
2795,CA-2014-154599,2014-04-12,2014-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,California,90278,West,TEC-PH-10000576,Technology,AT&T 1080 Corded phone,438.37,4
2796,CA-2014-154599,2014-04-12,2014-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,California,90278,West,OFF-BI-10002764,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.09,7
2797,CA-2014-154599,2014-04-12,2014-04-17,Standard Class,KN-16450,Kean Nguyen,Corporate,California,90278,West,FUR-BO-10001337,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.5,3
9098,US-2014-158365,2014-04-12,2014-04-17,Standard Class,SV-20785,Stewart Visinsky,Consumer,Indiana,47401,Central,OFF-PA-10000289,Office Supplies,Xerox 213,32.4,5
9850,CA-2014-142979,2014-04-12,2014-04-18,Standard Class,EH-13765,Edward Hooks,Corporate,California,95240,West,OFF-AR-10002987,Office Supplies,Prismacolor Color Pencil Set,39.68,2
341,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Newell 314,17.86,4
342,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Fellowes PB200 Plastic Comb Binding Machine,509.97,10
343,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Staples,30.99,13
344,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,Pennsylvania,19140,East,TEC-PH-10000702,Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.93,12
6708,CA-2014-167724,2014-04-13,2014-04-18,Standard Class,BF-11170,Ben Ferrer,Home Office,Maryland,21215,East,OFF-LA-10002368,Office Supplies,Avery 479,7.83,3
7657,US-2014-120740,2014-04-15,2014-04-15,Same Day,PS-18970,Paul Stevenson,Home Office,California,90049,West,OFF-AP-10000240,Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2
7658,US-2014-120740,2014-04-15,2014-04-15,Same Day,PS-18970,Paul Stevenson,Home Office,California,90049,West,FUR-FU-10004091,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4
404,CA-2014-155208,2014-04-16,2014-04-20,Standard Class,SP-20650,Stephanie Phelps,Corporate,North Carolina,28403,South,OFF-AR-10003478,Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.07,6
3533,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,California,90049,West,TEC-MA-10002859,Technology,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.97,4
3534,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,California,90049,West,OFF-AR-10002375,Office Supplies,Newell 351,13.12,4
3535,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,California,90049,West,OFF-AR-10000657,Office Supplies,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10.75,5
3536,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,California,90049,West,OFF-FA-10000134,Office Supplies,"Advantus Push Pins, Aluminum Head",11.62,2
6569,CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,Texas,77095,Central,OFF-AR-10001868,Office Supplies,Prang Dustless Chalk Sticks,2.69,2
6570,CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,Texas,77095,Central,FUR-CH-10002602,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,317.06,3
6571,CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,Texas,77095,Central,OFF-EN-10000056,Office Supplies,Cameo Buff Policy Envelopes,149.35,3
6572,CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,Texas,77095,Central,TEC-AC-10000474,Technology,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.98,3
4570,CA-2014-169460,2014-04-19,2014-04-21,Second Class,NF-18595,Nicole Fjeld,Home Office,California,95123,West,FUR-FU-10004017,Furniture,"Executive Impressions 13"" Chairman Wall Clock",76.14,3
7843,CA-2014-158470,2014-04-19,2014-04-23,Second Class,AG-10390,Allen Goldenen,Consumer,Virginia,22204,South,OFF-BI-10003638,Office Supplies,GBC Durable Plastic Covers,58.05,3
7844,CA-2014-158470,2014-04-19,2014-04-23,Second Class,AG-10390,Allen Goldenen,Consumer,Virginia,22204,South,OFF-PA-10001569,Office Supplies,Xerox 232,71.28,11
5076,CA-2014-134572,2014-04-20,2014-04-22,Second Class,SV-20365,Seth Vernon,Consumer,Texas,77070,Central,FUR-TA-10001705,Furniture,Bush Advantage Collection Round Conference Table,744.1,5
5077,CA-2014-134572,2014-04-20,2014-04-22,Second Class,SV-20365,Seth Vernon,Consumer,Texas,77070,Central,OFF-ST-10004634,Office Supplies,"Personal Folder Holder, Ebony",44.84,5
5078,CA-2014-134572,2014-04-20,2014-04-22,Second Class,SV-20365,Seth Vernon,Consumer,Texas,77070,Central,FUR-TA-10004442,Furniture,Riverside Furniture Stanwyck Manor Table Series,401.59,2
6850,CA-2014-101462,2014-04-20,2014-04-25,Standard Class,BP-11230,Benjamin Patterson,Consumer,California,90045,West,FUR-FU-10000409,Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",59.92,4
1173,CA-2014-158064,2014-04-21,2014-04-25,Standard Class,AA-10375,Allen Armold,Consumer,California,90008,West,OFF-BI-10002976,Office Supplies,ACCOHIDE Binder by Acco,16.52,5
9075,CA-2014-136336,2014-04-21,2014-04-26,Standard Class,DB-13555,Dorothy Badders,Corporate,Kentucky,42420,South,OFF-ST-10002574,Office Supplies,"SAFCO Commercial Wire Shelving, Black",828.84,6
7164,CA-2014-122070,2014-04-22,2014-04-24,Second Class,AH-10030,Aaron Hawkins,Corporate,New York,12180,East,OFF-EN-10004773,Office Supplies,Staple envelope,247.84,8
7165,CA-2014-122070,2014-04-22,2014-04-24,Second Class,AH-10030,Aaron Hawkins,Corporate,New York,12180,East,OFF-BI-10004970,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",9.91,3
1449,US-2014-112564,2014-04-23,2014-04-24,First Class,TS-21160,Theresa Swint,Corporate,Pennsylvania,19134,East,OFF-BI-10004876,Office Supplies,Wilson Jones Suede Grain Vinyl Binders,2.5,3
3406,US-2014-150119,2014-04-23,2014-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,Ohio,43229,East,FUR-CH-10002965,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.37,2
3407,US-2014-150119,2014-04-23,2014-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,Ohio,43229,East,FUR-CH-10002965,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.37,2
